,word_count,words_updated,words_filtered
1584,1,tcoNlF2Gcr915,tcoNlF2Gcr915
1585,1,tcoNmTl8m1R1G,tcoNmTl8m1R1G
1586,1,tcoNmivj7MHYO,tcoNmivj7MHYO
1587,1,tcoNpJGvQwYU5,tcoNpJGvQwYU5
1588,1,tcoNpUjCpzdQB,tcoNpUjCpzdQB
1589,1,tcoNpYI9i4iSG,tcoNpYI9i4iSG
1590,1,tcoNqJJVdapnG,tcoNqJJVdapnG
1591,1,tcoNsLrHrqjdx,tcoNsLrHrqjdx
1592,1,tcoNucdHBZAH9,tcoNucdHBZAH9
1593,1,tcoNv04llcNca,tcoNv04llcNca
1594,1,tcoNviDFw2Rra,tcoNviDFw2Rra
1595,1,tcoNxYhzdcMS0,tcoNxYhzdcMS0
1596,1,tcoNzXQxeXSLu,tcoNzXQxeXSLu
1597,1,tcoNza7IYN1pu,tcoNza7IYN1pu
1598,1,tcoNzlBzHFCE5,tcoNzlBzHFCE5
1599,1,tcoO1GwI0FhzA,tcoO1GwI0FhzA
1600,1,tcoO4WVMHNmOd,tcoO4WVMHNmOd
1601,1,tcoO6ELhlae3h,tcoO6ELhlae3h
1602,1,tcoO6NTi77fia,tcoO6NTi77fia
1603,1,tcoO6RbVR6Qim,tcoO6RbVR6Qim
1604,1,tcoO8SX1OyDZY,tcoO8SX1OyDZY
1605,1,tcoOAJsEsmSNt,tcoOAJsEsmSNt
1606,1,tcoODUmS9rO2p,tcoODUmS9rO2p
1607,1,tcoOFyemRve4j,tcoOFyemRve4j
1608,1,tcoOGjaZdOKnk,tcoOGjaZdOKnk
1609,1,tcoOINTxv21hB,tcoOINTxv21hB
1610,1,tcoOIXFKPUlz2,tcoOIXFKPUlz2
1611,1,tcoOK5UueAaZn,tcoOK5UueAaZn
1612,1,tcoOK5UueiA7P,tcoOK5UueiA7P
1613,1,tcoOKaL5UI4oJ,tcoOKaL5UI4oJ
1614,1,tcoOLU4htKlcV,tcoOLU4htKlcV
1615,1,tcoOLg6N3Ug9U,tcoOLg6N3Ug9U
1616,1,tcoONDROBrDwr,tcoONDROBrDwr
1617,1,tcoOPhFDzFsvS,tcoOPhFDzFsvS
1618,1,tcoORJyN4FsNI,tcoORJyN4FsNI
1619,1,tcoOReGiIS6TF,tcoOReGiIS6TF
1620,1,tcoORhybbGqnU,tcoORhybbGqnU
1621,1,tcoOVMdxGT736,tcoOVMdxGT736
1622,1,tcoOVMdxHaHUE,tcoOVMdxHaHUE
1623,1,tcoOVp5NTVWnU,tcoOVp5NTVWnU
1624,1,tcoOX60fs6ZNO,tcoOX60fs6ZNO
1625,1,tcoOXigxJhmqJ,tcoOXigxJhmqJ
1626,1,tcoOYxg9BZSqM,tcoOYxg9BZSqM
1627,1,tcoOZ0eTD6oiC,tcoOZ0eTD6oiC
1628,1,tcoOa92sncRQY,tcoOa92sncRQY
1629,1,tcoOakQ0Yhw0l,tcoOakQ0Yhw0l
1630,1,tcoOb7J2oBWhq,tcoOb7J2oBWhq
1631,1,tcoObq1UiVSDR,tcoObq1UiVSDR
1632,1,tcoOd0bd2L9Pn,tcoOd0bd2L9Pn
1633,1,tcoOdJOZeZau0,tcoOdJOZeZau0
1634,1,tcoOftmbqRvyQ,tcoOftmbqRvyQ
1635,1,tcoOhFAFEFsUq,tcoOhFAFEFsUq
1636,1,tcoOhN5ZjCu2G,tcoOhN5ZjCu2G
1637,1,tcoOieVAWguXb,tcoOieVAWguXb
1638,1,tcoOjL116AV74,tcoOjL116AV74
1639,1,tcoOkc8XajVnz,tcoOkc8XajVnz
1640,1,tcoOl0u2Krkwc,tcoOl0u2Krkwc
1641,1,tcoOmDyINNCrW,tcoOmDyINNCrW
1642,1,tcoOn1ZfL88eC,tcoOn1ZfL88eC
1643,1,tcoOnui0YFCNh,tcoOnui0YFCNh
1644,1,tcoOoB38jypsD,tcoOoB38jypsD
1645,1,tcoOoP4mls4lp,tcoOoP4mls4lp
1646,1,tcoOoQAAKWUUq,tcoOoQAAKWUUq
1647,1,tcoOoakXs2rij,tcoOoakXs2rij
1648,1,tcoOpUw08xWOF,tcoOpUw08xWOF
1649,1,tcoOqKQnk6EYv,tcoOqKQnk6EYv
1650,1,tcoOrEhKJZ5Rd,tcoOrEhKJZ5Rd
1651,1,tcoOrRSHnH2Ra,tcoOrRSHnH2Ra
1652,2,tcoOvGzoPTtwg,tcoOvGzoPTtwg
1653,1,tcoOvwepPNXoC,tcoOvwepPNXoC
1654,1,tcoOyQiGe0Snw,tcoOyQiGe0Snw
1655,1,tcoOynjnrHsAj,tcoOynjnrHsAj
1656,1,tcoOynjnrpRbJ,tcoOynjnrpRbJ
1657,1,tcoOzc1g9BJO0,tcoOzc1g9BJO0
1658,1,tcoP0GleHEmJy,tcoP0GleHEmJy
1659,1,tcoP4NqUN1qfw,tcoP4NqUN1qfw
1660,1,tcoP4qVGGUYVZ,tcoP4qVGGUYVZ
1661,1,tcoP7fHEMP6Uw,tcoP7fHEMP6Uw
1662,1,tcoPAQnW5G9tO,tcoPAQnW5G9tO
1663,1,tcoPD8bNwMsUK,tcoPD8bNwMsUK
1664,1,tcoPD8bNwuS3c,tcoPD8bNwuS3c
1665,1,tcoPE1jdqZysc,tcoPE1jdqZysc
1666,1,tcoPGimqYKPoJ,tcoPGimqYKPoJ
1667,1,tcoPHHCeD7YYh,tcoPHHCeD7YYh
1668,1,tcoPHgrT1Nl27,tcoPHgrT1Nl27
1669,1,tcoPJECpbmkSE,tcoPJECpbmkSE
1670,1,tcoPJUzwELXGK,tcoPJUzwELXGK
1671,1,tcoPJXG20q9LJ,tcoPJXG20q9LJ
1672,1,tcoPKQhYhMmIX,tcoPKQhYhMmIX
1673,1,tcoPLUKlsPXPR,tcoPLUKlsPXPR
1674,1,tcoPPsyxGPdFc,tcoPPsyxGPdFc
1675,1,tcoPQHIM7AbvK,tcoPQHIM7AbvK
1676,1,tcoPQzTY6ziRW,tcoPQzTY6ziRW
1677,1,tcoPRoFKATQAE,tcoPRoFKATQAE
1678,1,tcoPSLPh3Ihnt,tcoPSLPh3Ihnt
1679,1,tcoPTKkrLeuCB,tcoPTKkrLeuCB
1680,1,tcoPTfFzFno9p,tcoPTfFzFno9p
1681,3,tcoPVB6QX7VpK,tcoPVB6QX7VpK
1682,1,tcoPVrx1SeUxs,tcoPVrx1SeUxs
1683,1,tcoPW5q7YNIIC,tcoPW5q7YNIIC
1684,1,tcoPZbezqDc0j,tcoPZbezqDc0j
1685,1,tcoPaSVdd4MH6,tcoPaSVdd4MH6
1686,1,tcoPaWaQ6wtOE,tcoPaWaQ6wtOE
1687,1,tcoPgIYkHLGtI,tcoPgIYkHLGtI
1688,1,tcoPgQ6XIGTqg,tcoPgQ6XIGTqg
1689,1,tcoPhRr4uzByZ,tcoPhRr4uzByZ
1690,1,tcoPhnJJoDmPD,tcoPhnJJoDmPD
1691,1,tcoPisacgcVJ3,tcoPisacgcVJ3
1692,1,tcoPlnHNleoQN,tcoPlnHNleoQN
1693,1,tcoPmWTePt3C0,tcoPmWTePt3C0
1694,1,tcoPmerodqGzQ,tcoPmerodqGzQ
1695,1,tcoPoTp8Mirei,tcoPoTp8Mirei
1696,1,tcoPoXvMnGfCy,tcoPoXvMnGfCy
1697,1,tcoPpHOgsErpy,tcoPpHOgsErpy
1698,1,tcoPpgSed6aZJ,tcoPpgSed6aZJ
1699,1,tcoPrH6nsn6eq,tcoPrH6nsn6eq
1700,1,tcoPufUgICykr,tcoPufUgICykr
1701,1,tcoPuqiM93zOS,tcoPuqiM93zOS
1702,1,tcoPvdTA8HTCC,tcoPvdTA8HTCC
1703,1,tcoPvhGP2HmbN,tcoPvhGP2HmbN
1704,1,tcoPw7GS8R9Gg,tcoPw7GS8R9Gg
1705,1,tcoPyHiy7vjO6,tcoPyHiy7vjO6
1706,1,tcoPyn92mesom,tcoPyn92mesom
1707,1,tcoPyskO1LtLC,tcoPyskO1LtLC
1708,1,tcoPzs9uwgzam,tcoPzs9uwgzam
1709,1,tcoQ08Kp4esxl,tcoQ08Kp4esxl
1710,1,tcoQ0qXDGCN1l,tcoQ0qXDGCN1l
1711,1,tcoQ1NErOtW9V,tcoQ1NErOtW9V
1712,1,tcoQ2qxHINAHo,tcoQ2qxHINAHo
1713,1,tcoQ3V0b4hLLQ,tcoQ3V0b4hLLQ
1714,1,tcoQ3Ymbb7UNy,tcoQ3Ymbb7UNy
1715,1,tcoQ6r7VVj9ds,tcoQ6r7VVj9ds
1716,1,tcoQ8eZU9yi6W,tcoQ8eZU9yi6W
1717,1,tcoQDQhRRuBbG,tcoQDQhRRuBbG
1718,1,tcoQFRs4bEUC1,tcoQFRs4bEUC1
1719,1,tcoQHYq3vScho,tcoQHYq3vScho
1720,1,tcoQIwd78V7ce,tcoQIwd78V7ce
1721,1,tcoQKNineuS8H,tcoQKNineuS8H
1722,1,tcoQKUMV3ls4N,tcoQKUMV3ls4N
1723,1,tcoQM2PQ07zWH,tcoQM2PQ07zWH
1724,1,tcoQMdOohEWaM,tcoQMdOohEWaM
1725,1,tcoQOqcWnw7OJ,tcoQOqcWnw7OJ
1726,1,tcoQOtLYcwa1l,tcoQOtLYcwa1l
1727,1,tcoQSCZI7JbrV,tcoQSCZI7JbrV
1728,1,tcoQSUjt6kboI,tcoQSUjt6kboI
1729,1,tcoQUJomlql0N,tcoQUJomlql0N
1730,1,tcoQUadl02GPz,tcoQUadl02GPz
1731,1,tcoQV5zDf2iAg,tcoQV5zDf2iAg
1732,1,tcoQWbYm2lY7B,tcoQWbYm2lY7B
1733,1,tcoQYcedgsoV3,tcoQYcedgsoV3
1734,1,tcoQaW4GZHAoH,tcoQaW4GZHAoH
1735,1,tcoQb2vYZYKkE,tcoQb2vYZYKkE
1736,1,tcoQdFDJizLHj,tcoQdFDJizLHj
1737,1,tcoQfHfCQg0Wa,tcoQfHfCQg0Wa
1738,1,tcoQg7hNkJQgN,tcoQg7hNkJQgN
1739,1,tcoQgVruA4rQA,tcoQgVruA4rQA
1740,1,tcoQglcBt9uog,tcoQglcBt9uog
1741,1,tcoQhJE8VdLWT,tcoQhJE8VdLWT
1742,1,tcoQiO0nwcFSA,tcoQiO0nwcFSA
1743,1,tcoQjB01msPaT,tcoQjB01msPaT
1744,1,tcoQlaR6vRCZd,tcoQlaR6vRCZd
1745,1,tcoQmDcCKppEu,tcoQmDcCKppEu
1746,1,tcoQmSccJvcV0,tcoQmSccJvcV0
1747,1,tcoQnPOgws3F7,tcoQnPOgws3F7
1748,1,tcoQniZIsGrG8,tcoQniZIsGrG8
1749,1,tcoQo1RmQDwd6,tcoQo1RmQDwd6
1750,1,tcoQoaXphZmgc,tcoQoaXphZmgc
1751,1,tcoQoxJf4Xzbc,tcoQoxJf4Xzbc
1752,1,tcoQq1bPW65DA,tcoQq1bPW65DA
1753,1,tcoQtGkWT56RN,tcoQtGkWT56RN
1754,1,tcoQuTsSmeVdO,tcoQuTsSmeVdO
1755,1,tcoQugGOqb2yl,tcoQugGOqb2yl
1756,1,tcoQva1QtmhpS,tcoQva1QtmhpS
1757,1,tcoQwQBzZc0xb,tcoQwQBzZc0xb
1758,1,tcoQyR2MDYYbZ,tcoQyR2MDYYbZ
1759,1,tcoQySC5PLFMy,tcoQySC5PLFMy
1760,1,tcoQz1SBHe2fg,tcoQz1SBHe2fg
1761,1,tcoR0NuOrZISX,tcoR0NuOrZISX
1762,1,tcoR0tm44nMao,tcoR0tm44nMao
1763,1,tcoR13G7fkffd,tcoR13G7fkffd
1764,1,tcoR29WMGNLGG,tcoR29WMGNLGG
1765,1,tcoR2hYduGaym,tcoR2hYduGaym
1766,1,tcoR5Z4CGfjqJ,tcoR5Z4CGfjqJ
1767,1,tcoR5degrzUMT,tcoR5degrzUMT
1768,1,tcoR6Tw2HzMhm,tcoR6Tw2HzMhm
1769,1,tcoR6lVvgLECG,tcoR6lVvgLECG
1770,1,tcoR7lKLDLKI3,tcoR7lKLDLKI3
1771,1,tcoR8LgAQTLX3,tcoR8LgAQTLX3
1772,1,tcoRA9bCeaDht,tcoRA9bCeaDht
1773,1,tcoRAH45igqJI,tcoRAH45igqJI
1774,1,tcoRBfz9qQ1Vp,tcoRBfz9qQ1Vp
1775,1,tcoRCDeLvHQqD,tcoRCDeLvHQqD
1776,1,tcoRCou5SMZPI,tcoRCou5SMZPI
1777,1,tcoRDRCEOJ4N4,tcoRDRCEOJ4N4
1778,1,tcoRDbkkyVNB6,tcoRDbkkyVNB6
1779,1,tcoRDjefd0t9f,tcoRDjefd0t9f
1780,1,tcoREhieod2uo,tcoREhieod2uo
1781,1,tcoRGJE1BuGim,tcoRGJE1BuGim
1782,1,tcoRGUqGN4I7i,tcoRGUqGN4I7i
1783,1,tcoRGXoMAkLmr,tcoRGXoMAkLmr
1784,1,tcoRGkrruqpM7,tcoRGkrruqpM7
1785,1,tcoRHprMCsGT6,tcoRHprMCsGT6
1786,1,tcoRJfgxTC2Ou,tcoRJfgxTC2Ou
1787,1,tcoRJqHgq2Rn0,tcoRJqHgq2Rn0
1788,1,tcoRLOgEFzW7S,tcoRLOgEFzW7S
1789,1,tcoRMZe4WmZd8,tcoRMZe4WmZd8
1790,1,tcoRMtU6aRZTQ,tcoRMtU6aRZTQ
1791,1,tcoRNW3ED2ifR,tcoRNW3ED2ifR
1792,1,tcoRNl7cfzkmN,tcoRNl7cfzkmN
1793,1,tcoROD8Jh50aV,tcoROD8Jh50aV
1794,1,tcoRP27BMtE1z,tcoRP27BMtE1z
1795,1,tcoRPCgLUrBTs,tcoRPCgLUrBTs
1796,1,tcoRQ50LwbmMU,tcoRQ50LwbmMU
1797,1,tcoRQUKD6sjno,tcoRQUKD6sjno
1798,1,tcoRQdUpI6mnw,tcoRQdUpI6mnw
1799,1,tcoRRma61oisz,tcoRRma61oisz
1800,1,tcoRRy44trUGH,tcoRRy44trUGH
1801,1,tcoRT0cARwsu7,tcoRT0cARwsu7
1802,1,tcoRT8Gmf6WHL,tcoRT8Gmf6WHL
1803,1,tcoRUABHM1QBG,tcoRUABHM1QBG
1804,1,tcoRUF2UtG2sM,tcoRUF2UtG2sM
1805,1,tcoRViAgxoa4t,tcoRViAgxoa4t
1806,1,tcoRW5UcWLfA8,tcoRW5UcWLfA8
1807,1,tcoRWEnPUJO23,tcoRWEnPUJO23
1808,1,tcoRXcjvISf3O,tcoRXcjvISf3O
1809,1,tcoRXdsRJWAal,tcoRXdsRJWAal
1810,1,tcoRYWjgPh9Ja,tcoRYWjgPh9Ja
1811,1,tcoRZam07PeFv,tcoRZam07PeFv
1812,1,tcoRZfOKe45RO,tcoRZfOKe45RO
1813,1,tcoRbuXfDZ5w9,tcoRbuXfDZ5w9
1814,1,tcoRcH0H3ecRN,tcoRcH0H3ecRN
1815,1,tcoRcNveGGwZM,tcoRcNveGGwZM
1816,1,tcoRcu6KaRGCB,tcoRcu6KaRGCB
1817,1,tcoRdzGIqlhfE,tcoRdzGIqlhfE
1818,1,tcoReC2DZCjlM,tcoReC2DZCjlM
1819,1,tcoReCKyjbbqG,tcoReCKyjbbqG
1820,1,tcoRg3OcMf1Mc,tcoRg3OcMf1Mc
1821,1,tcoRhblAXkNPw,tcoRhblAXkNPw
1822,1,tcoRhgfCSNSxR,tcoRhgfCSNSxR
1823,1,tcoRmQJt0Wxcq,tcoRmQJt0Wxcq
1824,1,tcoRmVXAzOGoR,tcoRmVXAzOGoR
1825,1,tcoRq6YRHlpib,tcoRq6YRHlpib
1826,1,tcoRq8TFnXNev,tcoRq8TFnXNev
1827,1,tcoRqMSSbfB0J,tcoRqMSSbfB0J
1828,1,tcoRrEPx0FdXE,tcoRrEPx0FdXE
1829,1,tcoRs7LRr95Ua,tcoRs7LRr95Ua
1830,1,tcoRubNk8j7c2,tcoRubNk8j7c2
1831,1,tcoRuuTippjw1,tcoRuuTippjw1
1832,1,tcoRxAFwgxuES,tcoRxAFwgxuES
1833,1,tcoRxuZC8hWzy,tcoRxuZC8hWzy
1834,1,tcoRyp3DwNe0u,tcoRyp3DwNe0u
1835,1,tcoRz3DkpBQJu,tcoRz3DkpBQJu
1836,1,tcoRzHrHkvsoh,tcoRzHrHkvsoh
1837,1,tcoRzlHZ6LeHO,tcoRzlHZ6LeHO
1838,1,tcoS0VaGHnceD,tcoS0VaGHnceD
1839,1,tcoS2vtM157TI,tcoS2vtM157TI
1840,1,tcoS30v1eZtCm,tcoS30v1eZtCm
1841,1,tcoS3dEsjwXCo,tcoS3dEsjwXCo
1842,1,tcoS61LuCyMje,tcoS61LuCyMje
1843,1,tcoS7IHXDrmsJ,tcoS7IHXDrmsJ
1844,1,tcoS7QmDkv2sg,tcoS7QmDkv2sg
1845,1,tcoS80xxdeHfG,tcoS80xxdeHfG
1846,1,tcoS8gQ6cibhC,tcoS8gQ6cibhC
1847,1,tcoS9bvbysiOr,tcoS9bvbysiOr
1848,1,tcoS9rndkm0ZL,tcoS9rndkm0ZL
1849,1,tcoSAwvtVUn8U,tcoSAwvtVUn8U
1850,1,tcoSBbCVgeaQD,tcoSBbCVgeaQD
1851,1,tcoSCEq9LqTTj,tcoSCEq9LqTTj
1852,1,tcoSDQGGhkyjI,tcoSDQGGhkyjI
1853,1,tcoSDvVDRhC0e,tcoSDvVDRhC0e
1854,1,tcoSEC6FfBQ47,tcoSEC6FfBQ47
1855,1,tcoSFMlDOlJfX,tcoSFMlDOlJfX
1856,1,tcoSG6qjpzJ8E,tcoSG6qjpzJ8E
1857,1,tcoSLYwyM8w1D,tcoSLYwyM8w1D
1858,1,tcoSLdqNhD4Tm,tcoSLdqNhD4Tm
1859,1,tcoSM21RY7QWn,tcoSM21RY7QWn
1860,1,tcoSNGq4JcENN,tcoSNGq4JcENN
1861,1,tcoSPJfMFyPjU,tcoSPJfMFyPjU
1862,1,tcoSPgFIFuSO7,tcoSPgFIFuSO7
1863,1,tcoSQ7hsOaHyl,tcoSQ7hsOaHyl
1864,1,tcoSRnJ0if63D,tcoSRnJ0if63D
1865,1,tcoSTSP2CRgbp,tcoSTSP2CRgbp
1866,1,tcoSULeDE2PYp,tcoSULeDE2PYp
1867,1,tcoSWxV3YCbqb,tcoSWxV3YCbqb
1868,1,tcoSXp7efXEZU,tcoSXp7efXEZU
1869,1,tcoSYdNt02pg9,tcoSYdNt02pg9
1870,1,tcoSYniM00lPi,tcoSYniM00lPi
1871,1,tcoSZTq1QOXEg,tcoSZTq1QOXEg
1872,1,tcoSZyZ8GkF23,tcoSZyZ8GkF23
1873,1,tcoSbCe01DOlD,tcoSbCe01DOlD
1874,1,tcoScJqBfzx0Z,tcoScJqBfzx0Z
1875,1,tcoSdCUIITwuY,tcoSdCUIITwuY
1876,1,tcoSeiu5P0KcB,tcoSeiu5P0KcB
1877,1,tcoSgMYIpi1Ac,tcoSgMYIpi1Ac
1878,1,tcoShRoVUFocR,tcoShRoVUFocR
1879,1,tcoSjd8DT8FDX,tcoSjd8DT8FDX
1880,1,tcoSlMZZ1C19f,tcoSlMZZ1C19f
1881,1,tcoSlrT9HMDAu,tcoSlrT9HMDAu
1882,1,tcoSmLmTrVhOr,tcoSmLmTrVhOr
1883,1,tcoSmTkLPiBYD,tcoSmTkLPiBYD
1884,1,tcoSnOnu6IHTC,tcoSnOnu6IHTC
1885,1,tcoSo40afmf4L,tcoSo40afmf4L
1886,1,tcoSokqHNxkKP,tcoSokqHNxkKP
1887,1,tcoSp8nKxlocd,tcoSp8nKxlocd
1888,1,tcoSsJuC4D7Pm,tcoSsJuC4D7Pm
1889,1,tcoStCmJArarq,tcoStCmJArarq
1890,1,tcoSuWbHazO5h,tcoSuWbHazO5h
1891,1,tcoSv92DhXTPJ,tcoSv92DhXTPJ
1892,1,tcoSvSvlg48vI,tcoSvSvlg48vI
1893,1,tcoSwsAZqsFZY,tcoSwsAZqsFZY
1894,1,tcoSx9s6NAGmr,tcoSx9s6NAGmr
1895,1,tcoSx9s6Nj5uT,tcoSx9s6Nj5uT
1896,1,tcoSxHbFiejlC,tcoSxHbFiejlC
1897,1,tcoSxU4yzCLQf,tcoSxU4yzCLQf
1898,1,tcoSzdZzYOnDG,tcoSzdZzYOnDG
1899,1,tcoSzs0QF88HR,tcoSzs0QF88HR
1900,1,tcoT1J0aUwMXl,tcoT1J0aUwMXl
1901,1,tcoT1fVcu3mEC,tcoT1fVcu3mEC
1902,1,tcoT1nPQgSRQ7,tcoT1nPQgSRQ7
1903,1,tcoT2cBdktPbp,tcoT2cBdktPbp
1904,1,tcoT35f2y5YxR,tcoT35f2y5YxR
1905,1,tcoT46TNfDikW,tcoT46TNfDikW
1906,1,tcoT6SXpU9oOm,tcoT6SXpU9oOm
1907,1,tcoT6ou2Znh9D,tcoT6ou2Znh9D
1908,1,tcoT7yHSdCeU8,tcoT7yHSdCeU8
1909,1,tcoT9jJ1QdAWL,tcoT9jJ1QdAWL
1910,1,tcoTAA1qZUdtq,tcoTAA1qZUdtq
1911,1,tcoTASO2ZKn9K,tcoTASO2ZKn9K
1912,1,tcoTApNqSOcvN,tcoTApNqSOcvN
1913,1,tcoTBvItE7oSa,tcoTBvItE7oSa
1914,2,tcoTEY6BbCyxt,tcoTEY6BbCyxt
1915,1,tcoTFYDN6VYJj,tcoTFYDN6VYJj
1916,1,tcoTFcpBVdr9q,tcoTFcpBVdr9q
1917,1,tcoTG9oZKly4l,tcoTG9oZKly4l
1918,1,tcoTGh3Zy5ndP,tcoTGh3Zy5ndP
1919,1,tcoTHKJwjNkaz,tcoTHKJwjNkaz
1920,1,tcoTI27thMZEI,tcoTI27thMZEI
1921,1,tcoTI3xwzrhez,tcoTI3xwzrhez
1922,1,tcoTIueo6853B,tcoTIueo6853B
1923,1,tcoTJr8lLVbDS,tcoTJr8lLVbDS
1924,1,tcoTLlb3SCNpH,tcoTLlb3SCNpH
1925,1,tcoTNJMUKImpK,tcoTNJMUKImpK
1926,1,tcoTO8oE5cv8Z,tcoTO8oE5cv8Z
1927,1,tcoTOvRfhitEz,tcoTOvRfhitEz
1928,1,tcoTRrdR0nlpM,tcoTRrdR0nlpM
1929,1,tcoTUgccsxvoy,tcoTUgccsxvoy
1930,1,tcoTVSPvxOmve,tcoTVSPvxOmve
1931,1,tcoTVwy0XqOKH,tcoTVwy0XqOKH
1932,1,tcoTWN4zYhMBh,tcoTWN4zYhMBh
1933,1,tcoTWQM8AV9p4,tcoTWQM8AV9p4
1934,2,tcoTWj7QwEfVh,tcoTWj7QwEfVh
1935,1,tcoTWj7QwVQMP,tcoTWj7QwVQMP
1936,1,tcoTWwZKC5ARS,tcoTWwZKC5ARS
1937,1,tcoTZJmXefmx4,tcoTZJmXefmx4
1938,1,tcoTZT3XcKp1c,tcoTZT3XcKp1c
1939,1,tcoTZf8uwQO4L,tcoTZf8uwQO4L
1940,1,tcoTcN6Z3XwyU,tcoTcN6Z3XwyU
1941,1,tcoTd6wplVCD2,tcoTd6wplVCD2
1942,1,tcoTd78zygG7a,tcoTd78zygG7a
1943,1,tcoTd9Uf0iVqt,tcoTd9Uf0iVqt
1944,1,tcoTeYcDQeYCg,tcoTeYcDQeYCg
1945,1,tcoTkQYb6V2do,tcoTkQYb6V2do
1946,1,tcoTlXODnaV53,tcoTlXODnaV53
1947,1,tcoTn1vkBbEtF,tcoTn1vkBbEtF
1948,1,tcoTn9OyVShZn,tcoTn9OyVShZn
1949,1,tcoTnEnxt5NTDG,tcoTnEnxt5NTDG
1950,1,tcoTpo3Sp7Ri1,tcoTpo3Sp7Ri1
1951,1,tcoTpo3Spps9z,tcoTpo3Spps9z
1952,1,tcoTqcNAWjP5l,tcoTqcNAWjP5l
1953,1,tcoTqej1euLVL,tcoTqej1euLVL
1954,1,tcoTqp8lCYhvq,tcoTqp8lCYhvq
1955,1,tcoTrKj5lGXup,tcoTrKj5lGXup
1956,1,tcoTrv1hj9hRI,tcoTrv1hj9hRI
1957,1,tcoTv0FNezxse,tcoTv0FNezxse
1958,1,tcoTvFgM4TqKj,tcoTvFgM4TqKj
1959,1,tcoTvQS8jWqYy,tcoTvQS8jWqYy
1960,1,tcoTwsbBNPOZP,tcoTwsbBNPOZP
1961,1,tcoTxvAHkn38q,tcoTxvAHkn38q
1962,1,tcoTyJI2DuqEk,tcoTyJI2DuqEk
1963,1,tcoTyXrp8PgsW,tcoTyXrp8PgsW
1964,1,tcoTyhSPcsrDd,tcoTyhSPcsrDd
1965,1,tcoTzGbDs88b3,tcoTzGbDs88b3
1966,1,tcoTzZx97FU1n,tcoTzZx97FU1n
1967,1,tcoU0y83WGCr2,tcoU0y83WGCr2
1968,1,tcoU1HoDmuuH3,tcoU1HoDmuuH3
1969,1,tcoU1iTLmcbAc,tcoU1iTLmcbAc
1970,1,tcoU1kbLMwhNI,tcoU1kbLMwhNI
1971,1,tcoU28HNPtjm9,tcoU28HNPtjm9
1972,1,tcoU29h8UaYZP,tcoU29h8UaYZP
1973,1,tcoU34EtHoYQD,tcoU34EtHoYQD
1974,1,tcoU3IZJ2lmEW,tcoU3IZJ2lmEW
1975,1,tcoU3KALhOd26,tcoU3KALhOd26
1976,1,tcoU4YoA58DhR,tcoU4YoA58DhR
1977,1,tcoU80iCEa3Fi,tcoU80iCEa3Fi
1978,1,tcoU8LfWdPU7x,tcoU8LfWdPU7x
1979,1,tcoU9L0ja3frk,tcoU9L0ja3frk
1980,1,tcoU9OhBS1wss,tcoU9OhBS1wss
1981,1,tcoUDnxd5Gh8z,tcoUDnxd5Gh8z
1982,1,tcoUDrH2AiI5Y,tcoUDrH2AiI5Y
1983,1,tcoUEZorOQhTw,tcoUEZorOQhTw
1984,1,tcoUL6t60TTjP,tcoUL6t60TTjP
1985,1,tcoULMzosJ2Dr,tcoULMzosJ2Dr
1986,1,tcoUMtPYHminz,tcoUMtPYHminz
1987,1,tcoUNOvmzzaDO,tcoUNOvmzzaDO
1988,1,tcoUODSMp0oTo,tcoUODSMp0oTo
1989,1,tcoUP93LCzURv,tcoUP93LCzURv
1990,1,tcoUTYOLo7wGF,tcoUTYOLo7wGF
1991,2,tcoUV6XBW7GCM,tcoUV6XBW7GCM
1992,1,tcoUVn3kUd2DV,tcoUVn3kUd2DV
1993,1,tcoUXY1k3HBbp,tcoUXY1k3HBbp
1994,1,tcoUagcfYANnR,tcoUagcfYANnR
1995,1,tcoUcENICsI5v,tcoUcENICsI5v
1996,1,tcoUcq3dz20sQ,tcoUcq3dz20sQ
1997,1,tcoUdOZzisJhA,tcoUdOZzisJhA
1998,1,tcoUds8OdH3A4,tcoUds8OdH3A4
1999,1,tcoUdwqF4iZIZ,tcoUdwqF4iZIZ
2000,1,tcoUejylRk2Qb,tcoUejylRk2Qb
2001,1,tcoUgtfaUXzcr,tcoUgtfaUXzcr
2002,1,tcoUiFAGLR7Sf,tcoUiFAGLR7Sf
2003,1,tcoUjYpjnCK8W,tcoUjYpjnCK8W
2004,1,tcoUkosCytiVq,tcoUkosCytiVq
2005,1,tcoUkzFXzbklO,tcoUkzFXzbklO
2006,1,tcoUm5WJXEEKr,tcoUm5WJXEEKr
2007,1,tcoUnJ1zs3qXW,tcoUnJ1zs3qXW
2008,1,tcoUo0MS6w9OQ,tcoUo0MS6w9OQ
2009,1,tcoUolRS3aT6W,tcoUolRS3aT6W
2010,1,tcoUp8DhQulZ4,tcoUp8DhQulZ4
2011,1,tcoUpQ3LkUUpm,tcoUpQ3LkUUpm
2012,1,tcoUr1qgG291Z,tcoUr1qgG291Z
2013,1,tcoUrZYsUo712,tcoUrZYsUo712
2014,1,tcoUsOmgcNCJa,tcoUsOmgcNCJa
2015,1,tcoUsexFeJjtl,tcoUsexFeJjtl
2016,1,tcoUsexFf0UkT,tcoUsexFf0UkT
2017,1,tcoUtCRxykurW,tcoUtCRxykurW
