,word_count,words_updated,words_filtered
8069,1,Secy,Secy
8070,38,See,See
8071,1,Seems,Seems
8072,1,Sees,Sees
8073,1,Seldom,Seldom
8074,1,Selfdetermination,Selfdetermination
8075,1,Sellers,Sellers
8076,4,Sen,Sen
8077,1,SenBobCorker,SenBobCorker
8078,1,SenCapito,SenCapito
8079,1,SenFrankNiceley,SenFrankNiceley
8080,1,SenSanders,SenSanders
8081,7,SenTedCruz,SenTedCruz
8082,9,SenWarren,SenWarren
8083,1,SenWarren—a,SenWarren—a
8084,1,Senado,Senado
8085,30,Senate,Senate
8086,2,SenateMajLdr,SenateMajLdr
8087,47,Senator,Senator
8088,1,Senator,Senator
8089,1,SenatorBarb,SenatorBarb
8090,1,SenatorFischer,SenatorFischer
8091,1,SenatorJeffSessions,SenatorJeffSessions
8092,3,SenatorReid,SenatorReid
8093,1,SenatorSessions,SenatorSessions
8094,2,Senators,Senators
8095,1,Send,Send
8096,2,Seneca,Seneca
8097,1,Senior,Senior
8098,1,Sense,Sense
8099,1,Sentinel,Sentinel
8100,1,Sept,Sept
8101,3,September,September
8102,1,Sept—a,Sept—a
8103,1,Seremos,Seremos
8104,1,SerenaWilliams,SerenaWilliams
8105,1,Serious,Serious
8106,4,Seriously,Seriously
8107,6,Service,Service
8108,1,Session,Session
8109,1,Sessions,Sessions
8110,1,Setup,Setup
8111,1,Seven,Seven
8112,1,Sexes,Sexes
8113,1,Sexist,Sexist
8114,3,Shame,Shame
8115,1,Share,Share
8116,2,SharpTrident,SharpTrident
8117,115,She,She
8118,4,SheWon,SheWon
8119,1,SheWon…,SheWon…
8120,2,Sheldon,Sheldon
8121,1,ShellHouOpen,ShellHouOpen
8122,2,Sheriff,Sheriff
8123,1,SheriffClarke,SheriffClarke
8124,1,ShesWithUs,ShesWithUs
8125,1,Shield,Shield
8126,1,Shipping,Shipping
8127,1,Shirley,Shirley
8128,1,ShoneeP,ShoneeP
8129,1,Shooting,Shooting
8130,1,Shopping,Shopping
8131,1,ShotDiva,ShotDiva
8132,6,Should,Should
8133,7,Show,Show
8134,5,Shows,Shows
8135,1,Shultz,Shultz
8136,1,ShuttleCDRKelly,ShuttleCDRKelly
8137,3,Si,Si
8138,1,Sierra,Sierra
8139,1,Sifuentes,Sifuentes
8140,1,Sigamos,Sigamos
8141,4,Sign,Sign
8142,1,Signing,Signing
8143,1,Silence,Silence
8144,2,Silk,Silk
8145,1,Simon,Simon
8146,4,Simone,Simone
8147,3,SimoneBiles,SimoneBiles
8148,1,SimoneManuel,SimoneManuel
8149,3,Simply,Simply
8150,1,SinAbunzTM,SinAbunzTM
8151,3,Since,Since
8152,1,Singapore,Singapore
8153,2,Sioux,Sioux
8154,1,Sir,Sir
8155,1,SirHatchporch,SirHatchporch
8156,10,Situation,Situation
8157,1,Six,Six
8158,1,SkylerDeckard,SkylerDeckard
8159,1,Slam,Slam
8160,1,Slams,Slams
8161,1,Sleep,Sleep
8162,1,Sleeping,Sleeping
8163,2,Sleepy,Sleepy
8164,1,Slob,Slob
8165,1,Slovenia,Slovenia
8166,1,Slytle24,Slytle24
8167,3,Small,Small
8168,1,SmallBizWeek,SmallBizWeek
8169,1,Smalls,Smalls
8170,2,Smart,Smart
8171,2,Smegielski,Smegielski
8172,1,Smoking,Smoking
8173,4,Snapchat,Snapchat
8174,1,SnowflakeGardenBrunch,SnowflakeGardenBrunch
8175,72,So,So
8176,6,Social,Social
8177,1,Sollender,Sollender
8178,14,Some,Some
8179,3,Someone,Someone
8180,4,Something,Something
8181,1,Somewhere,Somewhere
8182,1,Son,Son
8183,3,Sorry,Sorry
8184,1,Sounds,Sounds
8185,47,South,South
8186,1,SouthCarolina,SouthCarolina
8187,1,SouthCarolinaPrimary,SouthCarolinaPrimary
8188,1,Spanish,Spanish
8189,2,Sparks,Sparks
8190,1,SpartanMaker,SpartanMaker
8191,2,Speaker,Speaker
8192,7,SpeakerRyan,SpeakerRyan
8193,6,Speaking,Speaking
8194,2,Special,Special
8195,1,SpecialReport,SpecialReport
8196,5,Speech,Speech
8197,1,SpencerJCox,SpencerJCox
8198,3,Spent,Spent
8199,1,Spies,Spies
8200,1,Spirit,Spirit
8201,1,Spokane,Spokane
8202,1,Spoke,Spoke
8203,3,Springs,Springs
8204,1,Springs,Springs
8205,1,Srebrenica,Srebrenica
8206,2,St,St
8207,4,St,St
8208,1,StJude,StJude
8209,1,StampOutPTSD,StampOutPTSD
8210,1,Stances,Stances
8211,3,Stand,Stand
8212,1,StandTogether,StandTogether
8213,1,StandWithLouisiana,StandWithLouisiana
8214,1,Standards,Standards
8215,3,Standing,Standing
8216,1,StanleyCup,StanleyCup
8217,16,Star,Star
8218,1,Start,Start
8219,1,Starting,Starting
8220,29,State,State
8221,1,Statehood,Statehood
8222,2,Statement,Statement
8223,1,Staten,Staten
8224,54,States,States
8225,4,States,States
8226,2,Stay,Stay
8227,1,Staying,Staying
8228,1,Steady,Steady
8229,1,StellaDean,StellaDean
8230,1,Stephanie,Stephanie
8231,2,StephenAtHome,StephenAtHome
8232,1,StephenCurry30,StephenCurry30
8233,3,Sterling,Sterling
8234,1,Stevekwebb,Stevekwebb
8235,1,Steven,Steven
8236,1,StevenMeyers11,StevenMeyers11
8237,8,Stevens,Stevens
8238,1,Stevie,Stevie
8239,3,Still,Still
8240,1,Stimulate,Stimulate
8241,2,Stonewall,Stonewall
8242,5,Stop,Stop
8243,1,StopCommonCore,StopCommonCore
8244,3,StopGunViolence,StopGunViolence
8245,2,Stopped,Stopped
8246,2,StoptheHate,StoptheHate
8247,1,Story,Story
8248,1,Strategist,Strategist
8249,1,Strategy,Strategy
8250,3,Stream,Stream
8251,1,Streep,Streep
8252,34,Street,Street
8253,1,Street—not,Street—not
8254,1,Strength,Strength
8255,1,Strengthen,Strengthen
8256,1,Strengthening,Strengthening
8257,3,Strong,Strong
8258,4,Stronger,Stronger
8259,7,StrongerTogether,StrongerTogether
8260,5,Stuart,Stuart
8261,3,Student,Student
8262,1,Studies,Studies
8263,2,Study,Study
8264,1,Stvzbnk,Stvzbnk
8265,2,Subscribe,Subscribe
8266,1,Substance,Substance
8267,8,Such,Such
8268,1,Suggest,Suggest
8269,1,Summit,Summit
8270,1,Summitt,Summitt
8271,1,Sun,Sun
8272,1,SunHerald,SunHerald
8273,4,Sunday,Sunday
8274,1,Sununu,Sununu
8275,7,Super,Super
8276,1,SuperBowlSunday,SuperBowlSunday
8277,2,SuperSaturday,SuperSaturday
8278,21,SuperTuesday,SuperTuesday
8279,1,Superior,Superior
8280,1,Superman,Superman
8281,1,Superstorm,Superstorm
8282,2,Support,Support
8283,2,Supporters,Supporters
8284,1,Supporting,Supporting
8285,2,Supports,Supports
8286,12,Supreme,Supreme
8287,1,Sure,Sure
8288,1,SurveyUSA,SurveyUSA
8289,1,Susan,Susan
8290,1,Swing,Swing
8291,1,Switzerland,Switzerland
8292,1,Sybrina,Sybrina
8293,2,Sylvia,Sylvia
8294,1,Symposium,Symposium
8295,2,Syracuse,Syracuse
8296,4,Syria,Syria
8297,5,Syrian,Syrian
8298,1,Syrians,Syrians
8299,1,System,System
8300,1,Systemic,Systemic
8301,1,Sí,Sí
8302,2,T,T
8303,3,T,T
8304,8,TV,TV
8305,1,TV,TV
8306,1,TAKE,TAKE
8307,1,TALK,TALK
8308,1,TARP,TARP
8309,1,TAX,TAX
8310,11,TBT,TBT
8311,1,TEARS,TEARS
8312,3,TED,TED
8313,1,TELL,TELL
8314,1,TERM,TERM
8315,1,TERROR,TERROR
8316,2,TERRORISM,TERRORISM
8317,1,TGowdySC,TGowdySC
8318,39,THANK,THANK
8319,3,THAT,THAT
8320,22,THE,THE
8321,1,THEIR,THEIR
8322,2,THEM,THEM
8323,2,THEY,THEY
8324,1,THING,THING
8325,1,THINK,THINK
8326,2,THIS,THIS
8327,1,THOUSANDS,THOUSANDS
8328,1,THUNDER,THUNDER
8329,1,TIED,TIED
8330,5,TIME,TIME
8331,4,TN,TN
8332,1,TNGCBedminster,TNGCBedminster
8333,8,TO,TO
8334,4,TODAY,TODAY
8335,4,TODAYshow,TODAYshow
8336,1,TOGETHER,TOGETHER
8337,1,TOLD,TOLD
8338,2,TONIGHT,TONIGHT
8339,1,TOTAL,TOTAL
8340,1,TOTALLY,TOTALLY
8341,11,TPP,TPP
8342,1,TRANSCRIPT,TRANSCRIPT
8343,2,TRILLION,TRILLION
8344,1,TRUE,TRUE
8345,40,TRUMP,TRUMP
8346,1,TRUMP2,TRUMP2
8347,2,TRUMP2016,TRUMP2016
8348,1,TRUMPDOG,TRUMPDOG
8349,1,TRUMPS,TRUMPS
8350,1,TRYING,TRYING
8351,1,TSA,TSA
8352,1,TTMFoundation,TTMFoundation
8353,14,TV,TV
8354,1,TWITTER,TWITTER
8355,5,TX,TX
8356,1,Tackling,Tackling
8357,1,Tag,Tag
8358,1,Taiwan,Taiwan
8359,1,Taj,Taj
8360,1,Takai,Takai
8361,12,Take,Take
8362,6,Taking,Taking
8363,1,TakingItBack,TakingItBack
8364,1,TakouiS,TakouiS
8365,1,Talents,Talents
8366,1,Talked,Talked
8367,1,Talkers,Talkers
8368,1,Talkersmagazine,Talkersmagazine
8369,2,Talking,Talking
8370,2,Talks,Talks
8371,1,Tamara,Tamara
8372,1,TamiDurling,TamiDurling
8373,13,Tampa,Tampa
8374,1,Tap,Tap
8375,1,TarukMatuk,TarukMatuk
8376,1,Task,Task
8377,3,Tax,Tax
8378,1,Taxpayers,Taxpayers
8379,1,TaylorEdwards99,TaylorEdwards99
8380,1,Tea,Tea
8381,1,TeaPartyNevada,TeaPartyNevada
8382,1,TeacherAppreciationDay,TeacherAppreciationDay
8383,1,Teachers4Trump,Teachers4Trump
8384,5,Team,Team
8385,1,TeamGO,TeamGO
8386,2,TeamCavuto,TeamCavuto
8387,7,TeamTrump,TeamTrump
8388,1,TeamTrumpAZ,TeamTrumpAZ
8389,8,TeamUSA,TeamUSA
8390,4,Teamsters,Teamsters
8391,133,Ted,Ted
8392,1,Ted,Ted
8393,8,TedCruz,TedCruz
8394,1,Teen,Teen
8395,1,Tel,Tel
8396,1,Teleprompter,Teleprompter
8397,10,Tell,Tell
8398,2,TempleUniv,TempleUniv
8399,3,Tenemos,Tenemos
8400,3,Tennessee,Tennessee
8401,1,Tent,Tent
8402,1,Terence,Terence
8403,1,TerenceCrutcher,TerenceCrutcher
8404,2,Terre,Terre
8405,4,Terrible,Terrible
8406,1,Terris,Terris
8407,1,Terror,Terror
8408,1,Terrorists,Terrorists
8409,2,TerryBranstad,TerryBranstad
8410,1,Tesoro,Tesoro
8411,2,Texan,Texan
8412,1,Texans,Texans
8413,28,Texas,Texas
8414,2,Texas,Texas
8415,1,Texas…and,Texas…and
8416,17,Text,Text
8417,1,ThAllenSBoucher,ThAllenSBoucher
8418,2,Than,Than
8419,487,Thank,Thank
8420,1,ThankYou,ThankYou
8421,1,ThankAVet,ThankAVet
8422,42,Thanks,Thanks
8423,1,Thanks,Thanks
8424,1,ThanksObama,ThanksObama
8425,1,Thankyou,Thankyou
8426,1,Thara,Thara
8427,77,That,That
8428,415,The,The
8429,1,TheAtlantic,TheAtlantic
8430,5,TheBriefing2016,TheBriefing2016
8431,3,TheBrodyFile,TheBrodyFile
8432,2,TheDemocrats,TheDemocrats
8433,1,TheDonald,TheDonald
8434,2,TheEconomist,TheEconomist
8435,2,TheEllenShow,TheEllenShow
8436,1,TheFive,TheFive
8437,1,TheFix,TheFix
8438,1,TheFix,TheFix
8439,1,TheJusticeDept,TheJusticeDept
8440,1,TheLastWord,TheLastWord
8441,1,ThePatriot143,ThePatriot143
8442,1,TheSlyStallone,TheSlyStallone
8443,1,TheSouthwasRite,TheSouthwasRite
8444,1,TheToast,TheToast
8445,1,TheTodaysGolfer,TheTodaysGolfer
8446,1,TheTonightShow,TheTonightShow
8447,1,TheTrump,TheTrump
8448,4,TheView,TheView
8449,1,TheWCS,TheWCS
8450,1,TheLadyColors,TheLadyColors
8451,1,TheTrumpTrain,TheTrumpTrain
8452,12,Their,Their
8453,10,Then,Then
8454,65,There,There
8455,3,TheresaCali,TheresaCali
8456,16,These,These
8457,81,They,They
8458,7,Things,Things
8459,2,Think,Think
8460,4,Thinking,Thinking
8461,152,This,This
8462,3,ThisWeekABC,ThisWeekABC
8463,3,Those,Those
8464,3,Thoughts,Thoughts
8465,5,Thousands,Thousands
8466,1,Threat,Threat
8467,2,Three,Three
8468,1,Threetime,Threetime
8469,1,Thrilled,Thrilled
8470,2,Through,Through
8471,1,Throw,Throw
8472,2,ThrowbackThursday,ThrowbackThursday
8473,1,ThtsWhtKelSaid,ThtsWhtKelSaid
8474,3,Thunder,Thunder
8475,1,Thurs,Thurs
8476,8,Thursday,Thursday
8477,1,Thursdays,Thursdays
8478,29,Tickets,Tickets
8479,4,Tiffany,Tiffany
8480,17,Tim,Tim
8481,51,TimKaine,TimKaine
8482,1,TimKaine—Hillary,TimKaine—Hillary
8483,1,TimVincent56,TimVincent56
8484,12,Time,Time
8485,1,TimeHasCome1,TimeHasCome1
8486,10,Times,Times
8487,1,Times—the,Times—the
8488,1,TitleIX,TitleIX
8489,35,To,To
8490,40,Today,Today
8491,4,Todd,Todd
8492,19,Together,Together
8493,3,Toledo,Toledo
8494,1,Tolerance,Tolerance
8495,3,Tom,Tom
8496,1,TomBarrackJr,TomBarrackJr
8497,1,TomColicchio,TomColicchio
8498,5,Tomorrow,Tomorrow
8499,23,Tonight,Tonight
8500,1,Tony,Tony
8501,14,Too,Too
8502,1,Took,Took
8503,4,Top,Top
8504,1,Torres,Torres
8505,3,Total,Total
8506,4,Totally,Totally
8507,1,Touching,Touching
8508,3,Tough,Tough
8509,1,Tournament,Tournament
8510,8,Tower,Tower
8511,1,Tower,Tower
8512,5,Town,Town
8513,1,Trabajemos,Trabajemos
8514,1,TraceAdkins,TraceAdkins
8515,1,Tracking,Tracking
8516,1,Trade,Trade
8517,1,Trading,Trading
8518,1,Trafficked,Trafficked
8519,1,Train,Train
8520,1,Trans,Trans
8521,2,Transcript,Transcript
8522,1,Transphobia,Transphobia
8523,1,Traveling,Traveling
8524,1,Travis,Travis
8525,1,Trayvon,Trayvon
8526,6,Tremendous,Tremendous
8527,1,Tribe,Tribe
8528,1,Tried,Tried
8529,1,Triumph,Triumph
8530,1,TruBluMajority,TruBluMajority
8531,2,True,True
8532,1,Truly,Truly
8533,1,Truman,Truman
8534,1232,Trump,Trump
8535,1,TrumpBreitbart,TrumpBreitbart
8536,1,Trumplike,Trumplike
8537,1,Trumpstyle,Trumpstyle
8538,4,Trump,Trump
8539,1,TrumpI,TrumpI
8540,1,TrumpPence,TrumpPence
8541,344,Trump2016,Trump2016
8542,1,Trump2016🇺🇸,Trump2016🇺🇸
8543,1,Trump360,Trump360
8544,1,Trump4President,Trump4President
8545,1,Trump4Vets,Trump4Vets
8546,1,TrumpCompetence,TrumpCompetence
8547,1,TrumpSAFE,TrumpSAFE
8548,1,TrumpCountry,TrumpCountry
8549,1,TrumpDC,TrumpDC
8550,1,TrumpDallas,TrumpDallas
8551,2,TrumpDoonbeg,TrumpDoonbeg
8552,2,TrumpDoral,TrumpDoral
8553,1,TrumpForPresident,TrumpForPresident
8554,2,TrumpGolf,TrumpGolf
8555,1,TrumpInstagram,TrumpInstagram
8556,1,TrumpIsWithYou,TrumpIsWithYou
8557,1,TrumpLV,TrumpLV
8558,1,TrumpMovement,TrumpMovement
8559,1,TrumpNV,TrumpNV
8560,2,TrumpNewMedia,TrumpNewMedia
8561,27,TrumpPence16,TrumpPence16
8562,2,TrumpPence2016,TrumpPence2016
8563,4,TrumpScotland,TrumpScotland
8564,1,TrumpSupporters,TrumpSupporters
8565,34,TrumpTrain,TrumpTrain
8566,1,TrumpTrainRider,TrumpTrainRider
8567,1,TrumpTrain…,TrumpTrain…
8568,1,TrumpTrain🚂,TrumpTrain🚂
8569,4,TrumpTurnberry,TrumpTurnberry
8570,1,TrumpTurnberry,TrumpTurnberry
8571,1,TrumpU,TrumpU
8572,1,TrumpWaikiki,TrumpWaikiki
8573,2,TrumpWon,TrumpWon
8574,4,TrumpYourself,TrumpYourself
8575,1,TrumpSupporter,TrumpSupporter
8576,1,TrumpVideos,TrumpVideos
8577,1,TrumpinEverett,TrumpinEverett
8578,1,Trumplandia,Trumplandia
8579,1,Trumpocrats,Trumpocrats
8580,1,Trumpophobes,Trumpophobes
8581,2,Trumps,Trumps
8582,1,Trumptbird,Trumptbird
8583,1,Trump—The,Trump—The
8584,1,Trump—and,Trump—and
8585,1,Trump—he,Trump—he
8586,1,Trump—y,Trump—y
8587,1,Trust,Trust
8588,2,Truth,Truth
8589,3,Try,Try
8590,2,Trying,Trying
8591,1,Tubman,Tubman
8592,1,Tucson,Tucson
8593,1,Tue,Tue
8594,21,Tuesday,Tuesday
8595,1,Tuesday,Tuesday
8596,1,Tuesdayand,Tuesdayand
8597,1,Tuggers56,Tuggers56
8598,1,Tuition,Tuition
8599,1,Tulsa,Tulsa
8600,1,Tulsa,Tulsa
8601,1,Tumblr,Tumblr
8602,27,Tune,Tune
8603,4,Turkey,Turkey
8604,1,TurnUpToVote,TurnUpToVote
8605,8,Turnberry,Turnberry
8606,1,Turned,Turned
8607,1,Turner,Turner
8608,2,Turning,Turning
8609,3,Turns,Turns
8610,2,Tus,Tus
8611,1,Tweet,Tweet
8612,1,Twelve,Twelve
8613,13,Twitter,Twitter
8614,11,Two,Two
8615,1,Ty,Ty
8616,1,Typical,Typical
8617,1,Tyson,Tyson
8618,2,Tytan01,Tytan01
8619,14,U,U
8620,2,U,U
8621,2,UK,UK
8622,9,US,US
8623,70,US,US
8624,1,USRussian,USRussian
8625,1,USborn,USborn
8626,3,USA,USA
8627,1,USA,USA
8628,5,USAG,USAG
8629,1,USSupreme,USSupreme
8630,1,USand,USand
8631,2,UAW,UAW
8632,1,UFCW,UFCW
8633,3,UK,UK
8634,1,UL,UL
8635,1,UMASS,UMASS
8636,1,UMass,UMass
8637,1,UNGA,UNGA
8638,1,UNIFYING,UNIFYING
8639,2,UNITE,UNITE
8640,1,UNIVERSITY,UNIVERSITY
8641,1,UNSTOPPABLE,UNSTOPPABLE
8642,1,UNTIL,UNTIL
8643,5,UP,UP
8644,1,UPSET,UPSET
8645,1,UPUPUP,UPUPUP
8646,10,US,US
8647,19,USA,USA
8648,1,USABasketball,USABasketball
8649,1,USAF,USAF
8650,1,USAGym,USAGym
8651,1,USATF,USATF
8652,3,USATODAY,USATODAY
8653,1,USAirForce,USAirForce
8654,3,USArmy,USArmy
8655,1,USCG,USCG
8656,1,USCHAMBER,USCHAMBER
8657,2,USChamber,USChamber
8658,1,USMC2016,USMC2016
8659,2,USPS,USPS
8660,1,USProgressives,USProgressives
8661,1,USSS,USSS
8662,2,UT,UT
8663,2,UTCaucus,UTCaucus
8664,1,Uddin,Uddin
8665,4,Ukraine,Ukraine
8666,2,Un,Un
8667,1,Unacceptable,Unacceptable
8668,3,Unbelievable,Unbelievable
8669,10,Under,Under
8670,1,UnderstandSlavery,UnderstandSlavery
8671,2,Understands,Understands
8672,1,Unete,Unete
8673,1,Unfit,Unfit
8674,2,Unfortunately,Unfortunately
8675,3,Unidos,Unidos
8676,1,Unifying,Unifying
8677,4,Union,Union
8678,5,UnionLeader,UnionLeader
8679,4,Unions,Unions
8680,60,United,United
8681,1,United,United
8682,4,Unity,Unity
8683,1,Univ,Univ
8684,1,Universal,Universal
8685,2,Universe,Universe
8686,31,University,University
8687,7,Unlike,Unlike
8688,1,Uno,Uno
8689,1,Unpatriotic,Unpatriotic
8690,2,Until,Until
8691,2,Up,Up
8692,1,Upstate,Upstate
8693,1,Uranium,Uranium
8694,1,Urgent,Urgent
8695,1,Urnas,Urnas
8696,1,Us,Us
8697,1,Used,Used
8698,1,Username,Username
8699,1,Using,Using
8700,7,Utah,Utah
8701,3,Utah,Utah
8702,1,Utah4Trump,Utah4Trump
8703,2,UtahCaucus,UtahCaucus
8704,1,UtahPrimary,UtahPrimary
8705,1,VA,VA
8706,11,VP,VP
8707,1,VP,VP
8708,1,VPcandidate,VPcandidate
8709,7,VA,VA
8710,1,VA,VA
8711,1,VARIOUS,VARIOUS
8712,1,VAST,VAST
8713,1,VEGAS,VEGAS
8714,1,VERSUS,VERSUS
8715,3,VERY,VERY
8716,1,VET,VET
8717,4,VETERANS,VETERANS
8718,4,VETS,VETS
8719,2,VFWHQ,VFWHQ
8720,1,VICTORY,VICTORY
8721,4,VIDEO,VIDEO
8722,1,VIOLATION,VIOLATION
8723,1,VIOLENT,VIOLENT
8724,1,VIP,VIP
8725,1,VIRGINIA,VIRGINIA
8726,1,VISAS,VISAS
8727,1,VIVO,VIVO
8728,27,VOTE,VOTE
8729,1,VOTED,VOTED
8730,1,VOTER,VOTER
8731,1,VOTERS,VOTERS
8732,2,VOTES,VOTES
8733,22,VP,VP
8734,1,VRA,VRA
8735,1,VS,VS
8736,3,VT,VT
8737,1,VW,VW
8738,1,ValdostaMonkey,ValdostaMonkey
8739,1,Valenti317,Valenti317
8740,1,Valiente,Valiente
8741,1,Vamos,Vamos
8742,1,Vanessa,Vanessa
8743,1,Vast,Vast
8744,2,Vatican,Vatican
8745,1,Vea,Vea
8746,8,Vegas,Vegas
8747,1,Venue,Venue
8748,1,Verdict,Verdict
8749,4,Verizon,Verizon
8750,5,Vermont,Vermont
8751,34,Very,Very
8752,1,Vet,Vet
8753,1,Veteran,Veteran
8754,1,Veteran4Trump,Veteran4Trump
8755,6,Veterans,Veterans
8756,4,Vets,Vets
8757,1,Vi,Vi
8758,4,Via,Via
8759,10,Vice,Vice
8760,2,Vicente,Vicente
8761,1,VictorConkle,VictorConkle
8762,2,Victory,Victory
8763,29,Video,Video
8764,2,Vietnam,Vietnam
8765,2,View,View
8766,1,Viewership,Viewership
8767,1,Villages,Villages
8768,1,Violation,Violation
8769,2,Violence,Violence
8770,1,Violent,Violent
8771,2,VirWINia,VirWINia
8772,1,Virgin,Virgin
8773,36,Virginia,Virginia
8774,3,Virginia,Virginia
8775,2,Virginians,Virginians
8776,1,Visionary,Visionary
8777,2,Visit,Visit
8778,1,Vladimir,Vladimir
8779,2,Vogelsong1,Vogelsong1
8780,1,Voice,Voice
8781,1,Volkswagen,Volkswagen
8782,1,Volunteer,Volunteer
8783,1,Von,Von
8784,18,Vote,Vote
8785,67,VoteTrump,VoteTrump
8786,3,VoteTrump2016,VoteTrump2016
8787,1,VoteTrumpHI,VoteTrumpHI
8788,1,VoteTrumpID,VoteTrumpID
8789,1,VoteTrumpIL,VoteTrumpIL
8790,1,VoteTrumpKS,VoteTrumpKS
8791,1,VoteTrumpMA,VoteTrumpMA
8792,1,VoteTrumpMAGA,VoteTrumpMAGA
8793,3,VoteTrumpMI,VoteTrumpMI
8794,1,VoteTrumpMS,VoteTrumpMS
8795,1,VoteTrumpNC,VoteTrumpNC
8796,8,VoteTrumpNH,VoteTrumpNH
8797,7,VoteTrumpNV,VoteTrumpNV
8798,2,VoteTrumpNY,VoteTrumpNY
8799,1,VoteTrumpNY🗽,VoteTrumpNY🗽
8800,9,VoteTrumpSC,VoteTrumpSC
8801,1,VoteTrumpVT,VoteTrumpVT
8802,1,VoteTrumpWI,VoteTrumpWI
8803,2,VoteForTrump,VoteForTrump
8804,1,Voter,Voter
8805,1,VoterFraud,VoterFraud
8806,1,VoterRegistrationDay,VoterRegistrationDay
8807,3,Voters,Voters
8808,1,VotersSpeak,VotersSpeak
8809,2,Votes,Votes
8810,3,Voting,Voting
8811,2,VoxDotCom,VoxDotCom
8812,1,V̶P̶,V̶P̶
8813,1,W,W
8814,2,WH,WH
8815,1,W,W
8816,1,WA,WA
8817,1,WAITED,WAITED
8818,1,WAKE,WAKE
8819,6,WALL,WALL
8820,1,WANT,WANT
8821,1,WAS,WAS
8822,2,WASHINGTON,WASHINGTON
8823,13,WATCH,WATCH
8824,1,WATERLOO,WATERLOO
8825,1,WATERTOWN,WATERTOWN
8826,1,WBUR,WBUR
8827,1,WCS16,WCS16
8828,14,WE,WE
8829,1,WEAK,WEAK
8830,1,WEDNESDAY,WEDNESDAY
8831,1,WELCOME,WELCOME
8832,1,WEST,WEST
8833,1,WGC,WGC
8834,1,WH,WH
8835,3,WHAT,WHAT
8836,1,WHCD,WHCD
8837,1,WHD,WHD
8838,4,WHERE,WHERE
8839,1,WHETHER,WHETHER
8840,1,WHO,WHO
8841,1,WHY,WHY
8842,3,WI,WI
8843,1,WIBackHer,WIBackHer
8844,1,WIC,WIC
8845,14,WILL,WILL
8846,11,WIN,WIN
8847,1,WINNING,WINNING
8848,3,WINS,WINS
8849,13,WIPrimary,WIPrimary
8850,1,WIRED,WIRED
8851,3,WISCONSIN,WISCONSIN
8852,1,WITH,WITH
8853,3,WOMEN,WOMEN
8854,1,WOMEN4TRUMP,WOMEN4TRUMP
8855,3,WON,WON
8856,1,WORK,WORK
8857,1,WORLD,WORLD
8858,1,WORST,WORST
8859,4,WOW,WOW
8860,1,WPayton344,WPayton344
8861,15,WSJ,WSJ
8862,2,WSJNBC,WSJNBC
8863,1,WV,WV
8864,1,WVPrimary,WVPrimary
8865,2,WVTTS1017,WVTTS1017
8866,1,WWE,WWE
8867,2,WWII,WWII
8868,1,WaPo,WaPo
8869,1,Wacko,Wacko
8870,1,Wacky,Wacky
8871,3,Wade,Wade
8872,1,Wage,Wage
8873,2,WakeUpAmerica,WakeUpAmerica
8874,1,Walding,Walding
8875,1,Walker,Walker
8876,1,Walking,Walking
8877,35,Wall,Wall
8878,2,Wallace,Wallace
8879,1,Wallace,Wallace
8880,1,WaltSeher,WaltSeher
8881,1,Walters,Walters
8882,1,WandaWalls20,WandaWalls20
8883,5,Want,Want
8884,1,Wants,Wants
8885,13,War,War
8886,1,WardII,WardII
8887,1,Warns,Warns
8888,27,Warren,Warren
8889,1,WarrenBuffett,WarrenBuffett
8890,1,Wars,Wars
8891,1,Warwick,Warwick
8892,8,Was,Was
8893,1,WashTimes,WashTimes
8894,29,Washington,Washington
8895,1,Washington,Washington
8896,1,WashingtonDC,WashingtonDC
8897,4,WashingtonPost,WashingtonPost
8898,4,Wasserman,Wasserman
8899,1,Waste,Waste
8900,76,Watch,Watch
8901,3,Watched,Watched
8902,10,Watching,Watching
8903,1,Water,Water
8904,1,Waterbury,Waterbury
8905,1,WattersWorld,WattersWorld
8906,1,Wausau,Wausau
8907,3,Way,Way
8908,5,Wayne,Wayne
8909,2,WayneDupreeShow,WayneDupreeShow
8910,579,We,We
8911,1,WeAreBernie,WeAreBernie
8912,4,WeMadeHistory,WeMadeHistory
8913,1,WeTrumpHate,WeTrumpHate
8914,1,WeWantTrump,WeWantTrump
8915,4,Weak,Weak
8916,1,Weapons,Weapons
8917,1,Web,Web
8918,12,Wednesday,Wednesday
8919,1,Wednesday,Wednesday
8920,4,Week,Week
8921,1,Weekend,Weekend
8922,1,Weeks,Weeks
8923,1,Weiner,Weiner
8924,2,Welcome,Welcome
8925,1,Welcoming,Welcoming
8926,15,Well,Well
8927,3,Wellesley,Wellesley
8928,1,Wells,Wells
8929,1,WellsFargo,WellsFargo
8930,1,Went,Went
8931,1,WesleyRickard,WesleyRickard
8932,9,West,West
8933,1,WestVirginia,WestVirginia
8934,1,Western,Western
8935,1,WesternTuesday,WesternTuesday
8936,1,Westfield,Westfield
8937,1,Whack,Whack
8938,81,What,What
8939,1,Wheels155,Wheels155
8940,97,When,When
8941,2,Whenever,Whenever
8942,8,Where,Where
8943,1,WheresHillary,WheresHillary
8944,3,Whether,Whether
8945,3,Which,Which
8946,19,While,While
8947,28,White,White
8948,1,WhiteGenocideTM,WhiteGenocideTM
8949,1,WhiteHouse,WhiteHouse
8950,1,WhiteJacketPink,WhiteJacketPink
8951,19,Who,Who
